-0.50072,6.1987,4.0001,0.70711,0,0,0.70711,0.33333,-0.099881,0.033078
-0.50227,6.1987,4.0081,0.70699,0.001532,0.000825,0.70722,0.33337,-0.099767,0.032898
-0.50378,6.1988,4.0161,0.70687,0.003064,0.001651,0.70734,0.3334,-0.099649,0.032721
-0.50525,6.1988,4.024,0.70675,0.004595,0.002477,0.70745,0.33343,-0.099524,0.032541
-0.50669,6.1988,4.032,0.70662,0.006126,0.003304,0.70756,0.33347,-0.099412,0.032367
-0.50809,6.1988,4.04,0.7065,0.007656,0.004132,0.70766,0.3335,-0.099292,0.032186
-0.50945,6.1988,4.0479,0.70637,0.009187,0.004959,0.70776,0.33354,-0.099177,0.032007
-0.51077,6.1988,4.0559,0.70624,0.010717,0.005788,0.70786,0.33357,-0.099062,0.031834
-0.51206,6.1987,4.0638,0.70612,0.012246,0.006617,0.70796,0.3336,-0.098944,0.031655
-0.51331,6.1987,4.0718,0.70598,0.013776,0.007446,0.70805,0.33363,-0.098831,0.031479
-0.51452,6.1987,4.0798,0.70585,0.015305,0.008276,0.70815,0.33366,-0.098718,0.031302
-0.51569,6.1986,4.0877,0.70572,0.016833,0.009107,0.70823,0.33369,-0.098606,0.031124
-0.51683,6.1986,4.0957,0.70558,0.018362,0.009938,0.70832,0.33373,-0.09849,0.030947
-0.51793,6.1985,4.1036,0.70544,0.01989,0.010769,0.7084,0.33376,-0.09838,0.030774
-0.519,6.1984,4.1116,0.70531,0.021417,0.011601,0.70848,0.33379,-0.098269,0.030596
-0.52002,6.1984,4.1195,0.70517,0.022944,0.012433,0.70856,0.33382,-0.09816,0.03042
-0.52101,6.1983,4.1275,0.70503,0.024471,0.013266,0.70864,0.33385,-0.098047,0.030246
-0.52197,6.1982,4.1354,0.70488,0.025998,0.0141,0.70871,0.33388,-0.097938,0.030069
-0.52289,6.1981,4.1433,0.70474,0.027524,0.014934,0.70878,0.33392,-0.09783,0.029892
-0.52377,6.198,4.1513,0.70459,0.02905,0.015768,0.70884,0.33394,-0.097719,0.02972
-0.52461,6.1979,4.1592,0.70444,0.030575,0.016603,0.70891,0.33398,-0.097612,0.029542
-0.52542,6.1978,4.1671,0.70429,0.0321,0.017438,0.70897,0.334,-0.097506,0.029369
-0.52619,6.1977,4.175,0.70414,0.033624,0.018274,0.70903,0.33403,-0.097405,0.029196
-0.52692,6.1975,4.183,0.70399,0.035149,0.01911,0.70908,0.33406,-0.097292,0.029019
-0.52762,6.1974,4.1909,0.70384,0.036672,0.019947,0.70913,0.33409,-0.097188,0.028845
-0.52828,6.1972,4.1988,0.70368,0.038196,0.020784,0.70918,0.33412,-0.097088,0.028674
-0.5289,6.1971,4.2067,0.70352,0.039719,0.021621,0.70923,0.33415,-0.096981,0.028499
-0.52949,6.1969,4.2146,0.70337,0.041241,0.022459,0.70927,0.33417,-0.096878,0.02832
-0.53004,6.1968,4.2225,0.7032,0.042764,0.023298,0.70932,0.33421,-0.096776,0.028153
-0.53056,6.1966,4.2304,0.70304,0.044285,0.024136,0.70936,0.33423,-0.096675,0.027977
-0.53104,6.1964,4.2383,0.70288,0.045807,0.024976,0.70939,0.33426,-0.09657,0.027803
-0.53148,6.1962,4.2462,0.70272,0.047328,0.025815,0.70942,0.33429,-0.096474,0.027631
-0.53189,6.196,4.2541,0.70255,0.048848,0.026655,0.70946,0.33431,-0.09637,0.027459
-0.53226,6.1959,4.262,0.70238,0.050368,0.027496,0.70948,0.33435,-0.096271,0.027287
-0.53259,6.1956,4.2699,0.70221,0.051888,0.028337,0.70951,0.33437,-0.096176,0.027114
-0.53289,6.1954,4.2777,0.70204,0.053407,0.029178,0.70953,0.3344,-0.096074,0.026938
-0.53315,6.1952,4.2856,0.70187,0.054926,0.03002,0.70955,0.33442,-0.095976,0.026767
-0.53338,6.195,4.2935,0.70169,0.056444,0.030862,0.70957,0.33445,-0.09588,0.026595
-0.53357,6.1948,4.3013,0.70152,0.057962,0.031704,0.70958,0.33447,-0.095787,0.026426
-0.53372,6.1945,4.3092,0.70134,0.059479,0.032547,0.70959,0.3345,-0.095687,0.026254
-0.53384,6.1943,4.317,0.70116,0.060996,0.03339,0.7096,0.33453,-0.095592,0.026081
-0.53392,6.194,4.3249,0.70098,0.062512,0.034234,0.70961,0.33455,-0.095497,0.025907
-0.53397,6.1938,4.3327,0.7008,0.064028,0.035078,0.70961,0.33458,-0.095403,0.025739
-0.53398,6.1935,4.3405,0.70062,0.065544,0.035922,0.70961,0.3346,-0.095309,0.02557
-0.53396,6.1933,4.3483,0.70043,0.067059,0.036767,0.70961,0.33463,-0.095224,0.025395
-0.5339,6.193,4.3562,0.70025,0.068573,0.037612,0.7096,0.33465,-0.095123,0.02522
-0.5338,6.1927,4.364,0.70006,0.070088,0.038458,0.7096,0.33468,-0.095035,0.025061
-0.53367,6.1924,4.3718,0.69987,0.071601,0.039303,0.70959,0.3347,-0.094943,0.024879
-0.53351,6.1921,4.3796,0.69968,0.073114,0.040149,0.70957,0.33473,-0.094852,0.024719
-0.5333,6.1918,4.3874,0.69949,0.074627,0.040996,0.70956,0.33475,-0.094766,0.024536
-0.53307,6.1915,4.3952,0.69929,0.076139,0.041843,0.70954,0.33478,-0.094671,0.024381
-0.53279,6.1912,4.4029,0.6991,0.077651,0.04269,0.70952,0.3348,-0.094586,0.024196
-0.53249,6.1909,4.4107,0.6989,0.079162,0.043537,0.70949,0.33482,-0.094501,0.02404
-0.53214,6.1906,4.4185,0.6987,0.080672,0.044385,0.70947,0.33485,-0.094408,0.02386
-0.53177,6.1902,4.4262,0.6985,0.082182,0.045233,0.70944,0.33487,-0.094328,0.023692
-0.53135,6.1899,4.434,0.6983,0.083692,0.046082,0.7094,0.33489,-0.09424,0.023528
-0.5309,6.1896,4.4417,0.69809,0.085201,0.046931,0.70937,0.33492,-0.09415,0.023359
-0.53042,6.1892,4.4495,0.69789,0.08671,0.04778,0.70933,0.33494,-0.094071,0.023182
-0.5299,6.1889,4.4572,0.69768,0.088218,0.048629,0.70929,0.33496,-0.093985,0.023017
-0.52935,6.1885,4.4649,0.69747,0.089725,0.049479,0.70925,0.33499,-0.0939,0.022852
-0.52876,6.1882,4.4726,0.69726,0.091232,0.050329,0.7092,0.335,-0.093818,0.022679
-0.52813,6.1878,4.4803,0.69705,0.092738,0.051179,0.70915,0.33503,-0.093733,0.022512
-0.52748,6.1874,4.488,0.69684,0.094244,0.052029,0.7091,0.33505,-0.093658,0.022345
-0.52678,6.187,4.4957,0.69663,0.09575,0.05288,0.70905,0.33507,-0.09357,0.022171
-0.52605,6.1867,4.5034,0.69641,0.097254,0.053731,0.70899,0.33509,-0.093494,0.022009
-0.52529,6.1863,4.5111,0.69619,0.098759,0.054583,0.70893,0.33511,-0.093411,0.02184
-0.52449,6.1859,4.5187,0.69597,0.10026,0.055435,0.70887,0.33513,-0.093334,0.02167
-0.52366,6.1855,4.5264,0.69575,0.10176,0.056286,0.7088,0.33516,-0.093252,0.021505
-0.5228,6.1851,4.5341,0.69553,0.10327,0.057139,0.70874,0.33518,-0.093178,0.021334
-0.52189,6.1846,4.5417,0.69531,0.10477,0.057991,0.70867,0.3352,-0.093098,0.021175
-0.52096,6.1842,4.5493,0.69508,0.10627,0.058844,0.70859,0.33522,-0.093021,0.020997
-0.51999,6.1838,4.5569,0.69486,0.10777,0.059697,0.70852,0.33524,-0.092949,0.020836
-0.51899,6.1834,4.5646,0.69463,0.10927,0.06055,0.70844,0.33526,-0.092869,0.020668
-0.51795,6.1829,4.5722,0.6944,0.11077,0.061403,0.70836,0.33528,-0.092794,0.0205
-0.51687,6.1825,4.5798,0.69417,0.11227,0.062257,0.70827,0.3353,-0.09272,0.020331
-0.51577,6.1821,4.5873,0.69393,0.11377,0.063111,0.70819,0.33532,-0.092645,0.020168
-0.51463,6.1816,4.5949,0.6937,0.11527,0.063965,0.7081,0.33534,-0.092572,0.019998
-0.51345,6.1812,4.6025,0.69346,0.11676,0.06482,0.70801,0.33536,-0.092503,0.019833
-0.51224,6.1807,4.61,0.69322,0.11826,0.065674,0.70791,0.33537,-0.09243,0.019674
-0.511,6.1802,4.6176,0.69298,0.11976,0.066529,0.70782,0.33539,-0.092353,0.019502
-0.50972,6.1798,4.6251,0.69274,0.12125,0.067384,0.70772,0.33541,-0.092286,0.01933
-0.50841,6.1793,4.6326,0.6925,0.12275,0.068239,0.70761,0.33543,-0.092214,0.019168
-0.50707,6.1788,4.6402,0.69226,0.12424,0.069095,0.70751,0.33545,-0.092151,0.019006
-0.50569,6.1783,4.6477,0.69201,0.12574,0.06995,0.7074,0.33547,-0.092076,0.018837
-0.50428,6.1778,4.6552,0.69177,0.12723,0.070806,0.70729,0.33548,-0.092006,0.018668
-0.50283,6.1773,4.6626,0.69152,0.12872,0.071662,0.70718,0.3355,-0.091944,0.01851
-0.50135,6.1768,4.6701,0.69127,0.13021,0.072518,0.70706,0.33552,-0.09187,0.01834
-0.49984,6.1763,4.6776,0.69102,0.1317,0.073375,0.70694,0.33554,-0.091805,0.018174
