  -1.0999984e+01   6.0749153e-06  -8.9792381e-06
  -1.0999784e+01  -4.9391961e-04   9.1036886e-05
  -1.0999584e+01  -9.9391413e-04   1.9105301e-04
  -1.0999384e+01  -1.4939087e-03   2.9106914e-04
  -1.0999184e+01  -1.9939032e-03   3.9108526e-04
  -1.0998984e+01  -2.4938977e-03   4.9110138e-04
  -1.0998784e+01  -2.9938922e-03   5.9111751e-04
  -1.0998584e+01  -3.4938868e-03   6.9113363e-04
  -1.0998384e+01  -3.9938813e-03   7.9114976e-04
  -1.0998184e+01  -4.4938758e-03   8.9116588e-04
  -1.0997984e+01  -4.9938703e-03   9.9118201e-04
  -1.0997784e+01  -5.4938649e-03   1.0911981e-03
  -1.0997584e+01  -5.9938594e-03   1.1912143e-03
  -1.0997384e+01  -6.4938539e-03   1.2912304e-03
  -1.0997184e+01  -6.9938484e-03   1.3912465e-03
  -1.0996984e+01  -7.4938430e-03   1.4912626e-03
  -1.0996784e+01  -7.9938375e-03   1.5912788e-03
  -1.0996584e+01  -8.4938320e-03   1.6912949e-03
  -1.0996384e+01  -8.9938265e-03   1.7913110e-03
  -1.0996184e+01  -9.4938210e-03   1.8913271e-03
  -1.0995984e+01  -9.9938156e-03   1.9913433e-03
  -1.0995784e+01  -1.0493810e-02   2.0913594e-03
  -1.0995584e+01  -1.0993805e-02   2.1913755e-03
  -1.0995384e+01  -1.1493799e-02   2.2913916e-03
  -1.0995184e+01  -1.1993794e-02   2.3914077e-03
  -1.0994984e+01  -1.2493788e-02   2.4914239e-03
  -1.0994784e+01  -1.2993783e-02   2.5914400e-03
  -1.0994584e+01  -1.3493777e-02   2.6914561e-03
  -1.0994384e+01  -1.3993772e-02   2.7914722e-03
  -1.0994184e+01  -1.4493766e-02   2.8914884e-03
  -1.0993984e+01  -1.4993761e-02   2.9915045e-03
  -1.0993784e+01  -1.5493755e-02   3.0915206e-03
  -1.0993584e+01  -1.5993750e-02   3.1915367e-03
  -1.0993384e+01  -1.6493744e-02   3.2915529e-03
  -1.0993184e+01  -1.6993739e-02   3.3915690e-03
  -1.0992984e+01  -1.7493733e-02   3.4915851e-03
  -1.0992784e+01  -1.7993728e-02   3.5916012e-03
  -1.0992584e+01  -1.8493722e-02   3.6916174e-03
  -1.0992384e+01  -1.8993717e-02   3.7916335e-03
  -1.0992184e+01  -1.9493712e-02   3.8916496e-03
  -1.0991984e+01  -1.9993706e-02   3.9916657e-03
  -1.0991784e+01  -2.0493701e-02   4.0916819e-03
  -1.0991584e+01  -2.0993695e-02   4.1916980e-03
  -1.0991384e+01  -2.1493690e-02   4.2917141e-03
  -1.0991184e+01  -2.1993684e-02   4.3917302e-03
  -1.0990984e+01  -2.2493679e-02   4.4917464e-03
  -1.0990784e+01  -2.2993673e-02   4.5917625e-03
  -1.0990584e+01  -2.3493668e-02   4.6917786e-03
  -1.0990384e+01  -2.3993662e-02   4.7917947e-03
  -1.0990184e+01  -2.4493657e-02   4.8918109e-03
  -1.0989984e+01  -2.4993651e-02   4.9918270e-03
  -1.0989784e+01  -2.5493646e-02   5.0918431e-03
  -1.0989584e+01  -2.5993640e-02   5.1918592e-03
  -1.0989384e+01  -2.6493635e-02   5.2918754e-03
  -1.0989184e+01  -2.6993629e-02   5.3918915e-03
  -1.0988984e+01  -2.7493624e-02   5.4919076e-03
  -1.0988784e+01  -2.7993618e-02   5.5919237e-03
  -1.0988584e+01  -2.8493613e-02   5.6919399e-03
  -1.0988384e+01  -2.8993607e-02   5.7919560e-03
  -1.0988184e+01  -2.9493602e-02   5.8919721e-03
  -1.0987984e+01  -2.9993597e-02   5.9919882e-03
  -1.0987784e+01  -3.0493591e-02   6.0920044e-03
  -1.0987584e+01  -3.0993586e-02   6.1920205e-03
  -1.0987384e+01  -3.1493580e-02   6.2920366e-03
  -1.0987184e+01  -3.1993575e-02   6.3920527e-03
  -1.0986984e+01  -3.2493569e-02   6.4920688e-03
  -1.0986784e+01  -3.2993564e-02   6.5920850e-03
  -1.0986584e+01  -3.3493558e-02   6.6921011e-03
  -1.0986384e+01  -3.3993553e-02   6.7921172e-03
  -1.0986185e+01  -3.4493547e-02   6.8921333e-03
  -1.0985985e+01  -3.4993542e-02   6.9921495e-03
  -1.0985785e+01  -3.5493536e-02   7.0921656e-03
  -1.0985585e+01  -3.5993531e-02   7.1921817e-03
  -1.0985385e+01  -3.6493525e-02   7.2921978e-03
  -1.0985185e+01  -3.6993520e-02   7.3922140e-03
  -1.0984985e+01  -3.7493514e-02   7.4922301e-03
  -1.0984785e+01  -3.7993509e-02   7.5922462e-03
  -1.0984585e+01  -3.8493503e-02   7.6922623e-03
  -1.0984385e+01  -3.8993498e-02   7.7922785e-03
  -1.0984185e+01  -3.9493493e-02   7.8922946e-03
  -1.0983985e+01  -3.9993487e-02   7.9923107e-03
  -1.0983785e+01  -4.0493482e-02   8.0923268e-03
  -1.0983585e+01  -4.0993476e-02   8.1923430e-03
  -1.0983385e+01  -4.1493471e-02   8.2923591e-03
  -1.0983185e+01  -4.1993465e-02   8.3923752e-03
  -1.0982985e+01  -4.2493460e-02   8.4923913e-03
  -1.0982785e+01  -4.2993454e-02   8.5924075e-03
  -1.0982585e+01  -4.3493449e-02   8.6924236e-03
  -1.0982385e+01  -4.3993443e-02   8.7924397e-03
  -1.0982185e+01  -4.4493438e-02   8.8924558e-03
  -1.0981985e+01  -4.4993432e-02   8.9924720e-03
  -1.0981785e+01  -4.5493427e-02   9.0924881e-03
  -1.0981585e+01  -4.5993421e-02   9.1925042e-03
  -1.0981385e+01  -4.6493416e-02   9.2925203e-03
  -1.0981185e+01  -4.6993410e-02   9.3925365e-03
  -1.0980985e+01  -4.7493405e-02   9.4925526e-03
  -1.0980785e+01  -4.7993399e-02   9.5925687e-03
  -1.0980585e+01  -4.8493394e-02   9.6925848e-03
  -1.0980385e+01  -4.8993388e-02   9.7926010e-03
  -1.0980185e+01  -4.9493383e-02   9.8926171e-03
  -1.0979985e+01  -4.9993378e-02   9.9926332e-03
  -1.0979785e+01  -5.0493372e-02   1.0092649e-02
  -1.0979585e+01  -5.0993367e-02   1.0192665e-02
  -1.0979385e+01  -5.1493361e-02   1.0292682e-02
  -1.0979185e+01  -5.1993356e-02   1.0392698e-02
  -1.0978985e+01  -5.2493350e-02   1.0492714e-02
  -1.0978785e+01  -5.2993345e-02   1.0592730e-02
  -1.0978585e+01  -5.3493339e-02   1.0692746e-02
  -1.0978385e+01  -5.3993334e-02   1.0792762e-02
  -1.0978185e+01  -5.4493328e-02   1.0892778e-02
  -1.0977985e+01  -5.4993323e-02   1.0992794e-02
  -1.0977785e+01  -5.5493317e-02   1.1092811e-02
  -1.0977585e+01  -5.5993312e-02   1.1192827e-02
  -1.0977385e+01  -5.6493306e-02   1.1292843e-02
  -1.0977185e+01  -5.6993301e-02   1.1392859e-02
  -1.0976985e+01  -5.7493295e-02   1.1492875e-02
  -1.0976785e+01  -5.7993290e-02   1.1592891e-02
  -1.0976585e+01  -5.8493284e-02   1.1692907e-02
  -1.0976385e+01  -5.8993279e-02   1.1792923e-02
  -1.0976185e+01  -5.9493273e-02   1.1892940e-02
