   7.0710678e-01   0.0000000e+00   0.0000000e+00   7.0710678e-01
   7.0698816e-01   1.5319038e-03   8.2523262e-04   7.0722324e-01
   7.0686803e-01   3.0635107e-03   1.6509996e-03   7.0733689e-01
   7.0674636e-01   4.5948072e-03   2.4773083e-03   7.0744776e-01
   7.0662314e-01   6.1257731e-03   3.3041597e-03   7.0755586e-01
   7.0649841e-01   7.6564278e-03   4.1315303e-03   7.0766116e-01
   7.0637214e-01   9.1867496e-03   4.9594306e-03   7.0776367e-01
   7.0624433e-01   1.0716749e-02   5.7878555e-03   7.0786341e-01
   7.0611501e-01   1.2246414e-02   6.6167903e-03   7.0796033e-01
   7.0598414e-01   1.3775733e-02   7.4462407e-03   7.0805450e-01
   7.0585174e-01   1.5304719e-02   8.2762050e-03   7.0814588e-01
   7.0571780e-01   1.6833359e-02   9.1066659e-03   7.0823449e-01
   7.0558231e-01   1.8361650e-02   9.9376251e-03   7.0832034e-01
   7.0544531e-01   1.9889583e-02   1.0769085e-02   7.0840337e-01
   7.0530676e-01   2.1417163e-02   1.1601039e-02   7.0848366e-01
   7.0516668e-01   2.2944380e-02   1.2433472e-02   7.0856116e-01
   7.0502507e-01   2.4471240e-02   1.3266391e-02   7.0863588e-01
   7.0488190e-01   2.5997720e-02   1.4099795e-02   7.0870785e-01
   7.0473720e-01   2.7523824e-02   1.4933661e-02   7.0877705e-01
   7.0459097e-01   2.9049562e-02   1.5768007e-02   7.0884347e-01
   7.0444316e-01   3.0574907e-02   1.6602816e-02   7.0890715e-01
   7.0429385e-01   3.2099877e-02   1.7438097e-02   7.0896804e-01
   7.0414299e-01   3.3624448e-02   1.8273821e-02   7.0902618e-01
   7.0399058e-01   3.5148642e-02   1.9109997e-02   7.0908155e-01
   7.0383665e-01   3.6672423e-02   1.9946631e-02   7.0913414e-01
   7.0368114e-01   3.8195811e-02   2.0783710e-02   7.0918402e-01
   7.0352411e-01   3.9718800e-02   2.1621227e-02   7.0923111e-01
   7.0336552e-01   4.1241371e-02   2.2459177e-02   7.0927546e-01
   7.0320540e-01   4.2763533e-02   2.3297559e-02   7.0931704e-01
   7.0304375e-01   4.4285280e-02   2.4136374e-02   7.0935586e-01
   7.0288052e-01   4.5806614e-02   2.4975612e-02   7.0939196e-01
   7.0271578e-01   4.7327507e-02   2.5815268e-02   7.0942527e-01
   7.0254946e-01   4.8847986e-02   2.6655337e-02   7.0945586e-01
   7.0238161e-01   5.0368025e-02   2.7495820e-02   7.0948370e-01
   7.0221221e-01   5.1887627e-02   2.8336713e-02   7.0950878e-01
   7.0204128e-01   5.3406796e-02   2.9177995e-02   7.0953112e-01
   7.0186879e-01   5.4925524e-02   3.0019690e-02   7.0955071e-01
   7.0169476e-01   5.6443799e-02   3.0861774e-02   7.0956756e-01
   7.0151918e-01   5.7961620e-02   3.1704246e-02   7.0958166e-01
   7.0134205e-01   5.9478995e-02   3.2547097e-02   7.0959303e-01
   7.0116336e-01   6.0995902e-02   3.3390334e-02   7.0960167e-01
   7.0098312e-01   6.2512351e-02   3.4233954e-02   7.0960757e-01
   7.0080134e-01   6.4028336e-02   3.5077948e-02   7.0961074e-01
   7.0061800e-01   6.5543845e-02   3.5922306e-02   7.0961117e-01
   7.0043312e-01   6.7058878e-02   3.6767030e-02   7.0960886e-01
   7.0024671e-01   6.8573446e-02   3.7612102e-02   7.0960381e-01
   7.0005874e-01   7.0087524e-02   3.8457549e-02   7.0959602e-01
   6.9986920e-01   7.1601117e-02   3.9303337e-02   7.0958553e-01
   6.9967812e-01   7.3114224e-02   4.0149476e-02   7.0957230e-01
   6.9948547e-01   7.4626826e-02   4.0995951e-02   7.0955637e-01
   6.9929131e-01   7.6138952e-02   4.1842769e-02   7.0953767e-01
   6.9909555e-01   7.7650554e-02   4.2689927e-02   7.0951629e-01
   6.9889829e-01   7.9161666e-02   4.3537412e-02   7.0949215e-01
   6.9869945e-01   8.0672268e-02   4.4385217e-02   7.0946530e-01
   6.9849908e-01   8.2182356e-02   4.5233358e-02   7.0943572e-01
   6.9829713e-01   8.3691941e-02   4.6081803e-02   7.0940344e-01
   6.9809365e-01   8.5200989e-02   4.6930556e-02   7.0936843e-01
   6.9788861e-01   8.6709516e-02   4.7779636e-02   7.0933071e-01
   6.9768201e-01   8.8217531e-02   4.8629012e-02   7.0929028e-01
   6.9747388e-01   8.9725003e-02   4.9478689e-02   7.0924711e-01
   6.9726419e-01   9.1231941e-02   5.0328667e-02   7.0920124e-01
   6.9705294e-01   9.2738346e-02   5.1178935e-02   7.0915267e-01
   6.9684013e-01   9.4244202e-02   5.2029494e-02   7.0910140e-01
   6.9662580e-01   9.5749521e-02   5.2880329e-02   7.0904739e-01
   6.9640989e-01   9.7254285e-02   5.3731453e-02   7.0899069e-01
   6.9619244e-01   9.8758501e-02   5.4582845e-02   7.0893127e-01
   6.9597342e-01   1.0026216e-01   5.5434510e-02   7.0886918e-01
   6.9575289e-01   1.0176525e-01   5.6286445e-02   7.0880433e-01
   6.9553077e-01   1.0326778e-01   5.7138646e-02   7.0873682e-01
   6.9530713e-01   1.0476974e-01   5.7991091e-02   7.0866659e-01
   6.9508191e-01   1.0627113e-01   5.8843804e-02   7.0859368e-01
   6.9485514e-01   1.0777195e-01   5.9696765e-02   7.0851805e-01
   6.9462683e-01   1.0927220e-01   6.0549968e-02   7.0843973e-01
   6.9439698e-01   1.1077185e-01   6.1403412e-02   7.0835871e-01
   6.9416554e-01   1.1227093e-01   6.2257099e-02   7.0827501e-01
   6.9393259e-01   1.1376940e-01   6.3111016e-02   7.0818860e-01
   6.9369806e-01   1.1526729e-01   6.3965168e-02   7.0809951e-01
   6.9346199e-01   1.1676458e-01   6.4819538e-02   7.0800771e-01
   6.9322438e-01   1.1826128e-01   6.5674130e-02   7.0791323e-01
   6.9298521e-01   1.1975736e-01   6.6528939e-02   7.0781606e-01
   6.9274448e-01   1.2125283e-01   6.7383966e-02   7.0771622e-01
   6.9250225e-01   1.2274770e-01   6.8239204e-02   7.0761363e-01
   6.9225842e-01   1.2424194e-01   6.9094635e-02   7.0750841e-01
   6.9201306e-01   1.2573558e-01   6.9950265e-02   7.0740049e-01
   6.9176613e-01   1.2722859e-01   7.0806096e-02   7.0728990e-01
   6.9151766e-01   1.2872097e-01   7.1662122e-02   7.0717663e-01
   6.9126766e-01   1.3021273e-01   7.2518327e-02   7.0706065e-01
   6.9101609e-01   1.3170384e-01   7.3374723e-02   7.0694201e-01
   6.9076300e-01   1.3319432e-01   7.4231295e-02   7.0682068e-01
   6.9050835e-01   1.3468417e-01   7.5088033e-02   7.0669667e-01
   6.9025211e-01   1.3617336e-01   7.5944960e-02   7.0657003e-01
   6.8999435e-01   1.3766191e-01   7.6802038e-02   7.0644068e-01
   6.8973505e-01   1.3914981e-01   7.7659282e-02   7.0630866e-01
   6.8947425e-01   1.4063705e-01   7.8516687e-02   7.0617393e-01
   6.8921183e-01   1.4212363e-01   7.9374252e-02   7.0603658e-01
   6.8894790e-01   1.4360955e-01   8.0231955e-02   7.0589654e-01
   6.8868243e-01   1.4509481e-01   8.1089806e-02   7.0575382e-01
   6.8841541e-01   1.4657939e-01   8.1947795e-02   7.0560843e-01
   6.8814681e-01   1.4806331e-01   8.2805928e-02   7.0546042e-01
   6.8787671e-01   1.4954655e-01   8.3664187e-02   7.0530970e-01
   6.8760505e-01   1.5102910e-01   8.4522588e-02   7.0515632e-01
   6.8733185e-01   1.5251097e-01   8.5381106e-02   7.0500028e-01
   6.8705713e-01   1.5399215e-01   8.6239740e-02   7.0484156e-01
   6.8678084e-01   1.5547265e-01   8.7098493e-02   7.0468021e-01
   6.8650300e-01   1.5695244e-01   8.7957359e-02   7.0451619e-01
   6.8622362e-01   1.5843154e-01   8.8816330e-02   7.0434952e-01
   6.8594272e-01   1.5990995e-01   8.9675413e-02   7.0418017e-01
   6.8566029e-01   1.6138764e-01   9.0534590e-02   7.0400815e-01
   6.8537629e-01   1.6286463e-01   9.1393862e-02   7.0383352e-01
   6.8509075e-01   1.6434090e-01   9.2253232e-02   7.0365622e-01
   6.8480370e-01   1.6581645e-01   9.3112685e-02   7.0347624e-01
   6.8451509e-01   1.6729130e-01   9.3972216e-02   7.0329363e-01
   6.8422497e-01   1.6876541e-01   9.4831830e-02   7.0310835e-01
   6.8393329e-01   1.7023879e-01   9.5691525e-02   7.0292044e-01
   6.8364006e-01   1.7171146e-01   9.6551279e-02   7.0272989e-01
   6.8334533e-01   1.7318338e-01   9.7411109e-02   7.0253665e-01
   6.8304904e-01   1.7465456e-01   9.8270995e-02   7.0234080e-01
