0,2.2,4,1,0,0,0
0.0012351,2.2002,3.9979,1,0.00049969,0.0016667,0.00016623
0.0024734,2.2004,3.9958,0.99999,0.0009988,0.0033337,0.00033154
0.0037151,2.2006,3.9937,0.99999,0.0014973,0.0050007,0.00049596
0.0049604,2.2008,3.9916,0.99998,0.0019952,0.006668,0.00065953
0.0062089,2.201,3.9896,0.99996,0.0024925,0.0083353,0.00082219
0.0074608,2.2012,3.9875,0.99995,0.0029892,0.010003,0.00098396
0.008716,2.2013,3.9854,0.99993,0.0034853,0.011671,0.0011449
0.0099743,2.2015,3.9834,0.9999,0.0039807,0.013338,0.0013048
0.011236,2.2017,3.9813,0.99988,0.0044756,0.015006,0.001464
0.012501,2.2019,3.9793,0.99985,0.0049699,0.016674,0.0016222
0.01377,2.2021,3.9772,0.99982,0.0054636,0.018342,0.0017796
0.015041,2.2022,3.9752,0.99978,0.0059567,0.020011,0.0019361
0.016316,2.2024,3.9731,0.99974,0.0064492,0.021679,0.0020917
0.017594,2.2026,3.9711,0.9997,0.006941,0.023347,0.0022464
0.018876,2.2027,3.9691,0.99966,0.0074323,0.025016,0.0024003
0.02016,2.2029,3.9671,0.99961,0.007923,0.026685,0.0025532
0.021448,2.2031,3.965,0.99956,0.0084131,0.028353,0.0027054
0.022739,2.2032,3.963,0.99951,0.0089026,0.030022,0.0028566
0.024033,2.2034,3.961,0.99945,0.0093915,0.031691,0.003007
0.02533,2.2035,3.959,0.99939,0.0098798,0.03336,0.0031565
0.026631,2.2037,3.957,0.99933,0.010367,0.035029,0.0033052
0.027934,2.2038,3.955,0.99926,0.010855,0.036698,0.0034529
0.029241,2.204,3.953,0.99919,0.011341,0.038367,0.0035999
0.030551,2.2041,3.9511,0.99912,0.011827,0.040036,0.0037459
0.031864,2.2043,3.9491,0.99905,0.012312,0.041705,0.0038911
0.03318,2.2044,3.9471,0.99897,0.012797,0.043374,0.0040355
0.034499,2.2045,3.9452,0.99889,0.013281,0.045043,0.004179
0.035821,2.2047,3.9432,0.9988,0.013765,0.046712,0.0043216
0.037146,2.2048,3.9412,0.99872,0.014247,0.048381,0.0044633
0.038475,2.205,3.9393,0.99863,0.01473,0.050051,0.0046043
0.039806,2.2051,3.9373,0.99853,0.015211,0.05172,0.0047443
0.04114,2.2052,3.9354,0.99844,0.015693,0.053389,0.0048836
0.042478,2.2053,3.9335,0.99834,0.016173,0.055058,0.0050219
0.043818,2.2055,3.9315,0.99824,0.016653,0.056727,0.0051595
0.045161,2.2056,3.9296,0.99813,0.017132,0.058396,0.0052961
0.046508,2.2057,3.9277,0.99802,0.017611,0.060065,0.0054319
0.047857,2.2058,3.9258,0.99791,0.018089,0.061734,0.0055669
0.049209,2.2059,3.9239,0.9978,0.018567,0.063403,0.005701
0.050564,2.2061,3.922,0.99768,0.019044,0.065072,0.0058343
0.051922,2.2062,3.9201,0.99756,0.01952,0.066741,0.0059668
0.053283,2.2063,3.9182,0.99744,0.019996,0.06841,0.0060984
0.054647,2.2064,3.9163,0.99731,0.020471,0.070079,0.0062292
0.056014,2.2065,3.9144,0.99718,0.020946,0.071747,0.0063591
0.057383,2.2066,3.9125,0.99705,0.02142,0.073416,0.0064882
0.058755,2.2067,3.9107,0.99691,0.021893,0.075085,0.0066165
0.060131,2.2068,3.9088,0.99678,0.022366,0.076753,0.0067439
0.061509,2.2069,3.9069,0.99664,0.022838,0.078421,0.0068705
0.06289,2.207,3.9051,0.99649,0.02331,0.08009,0.0069962
0.064273,2.2071,3.9032,0.99634,0.023781,0.081758,0.0071212
0.06566,2.2072,3.9014,0.99619,0.024251,0.083426,0.0072453
0.067049,2.2073,3.8995,0.99604,0.024721,0.085094,0.0073686
0.068441,2.2074,3.8977,0.99588,0.02519,0.086761,0.007491
0.069836,2.2074,3.8958,0.99572,0.025659,0.088429,0.0076126
0.071233,2.2075,3.894,0.99556,0.026127,0.090097,0.0077334
0.072633,2.2076,3.8922,0.99539,0.026594,0.091764,0.0078533
0.074036,2.2077,3.8904,0.99523,0.027061,0.093431,0.0079725
0.075442,2.2078,3.8886,0.99505,0.027528,0.095098,0.0080908
0.07685,2.2079,3.8868,0.99488,0.027993,0.096765,0.0082083
0.078261,2.2079,3.885,0.9947,0.028458,0.098432,0.0083249
0.079675,2.208,3.8832,0.99452,0.028923,0.1001,0.0084408
0.081091,2.2081,3.8814,0.99434,0.029387,0.10176,0.0085558
0.08251,2.2081,3.8796,0.99415,0.02985,0.10343,0.00867
0.083931,2.2082,3.8778,0.99396,0.030313,0.1051,0.0087834
0.085355,2.2083,3.876,0.99377,0.030775,0.10676,0.008896
0.086782,2.2083,3.8742,0.99357,0.031237,0.10843,0.0090077
0.088211,2.2084,3.8725,0.99337,0.031698,0.11009,0.0091187
0.089643,2.2085,3.8707,0.99317,0.032158,0.11176,0.0092288
0.091077,2.2085,3.8689,0.99297,0.032618,0.11342,0.0093381
0.092514,2.2086,3.8672,0.99276,0.033078,0.11509,0.0094466
0.093954,2.2086,3.8654,0.99255,0.033536,0.11675,0.0095543
0.095396,2.2087,3.8637,0.99233,0.033994,0.11842,0.0096611
0.09684,2.2088,3.862,0.99212,0.034452,0.12008,0.0097672
0.098287,2.2088,3.8602,0.9919,0.034909,0.12175,0.0098724
0.099736,2.2089,3.8585,0.99168,0.035365,0.12341,0.0099769
0.10119,2.2089,3.8568,0.99145,0.035821,0.12507,0.010081
0.10264,2.209,3.8551,0.99122,0.036276,0.12674,0.010183
0.1041,2.209,3.8534,0.99099,0.036731,0.1284,0.010285
0.10556,2.209,3.8516,0.99075,0.037185,0.13006,0.010387
0.10702,2.2091,3.8499,0.99052,0.037638,0.13172,0.010487
0.10848,2.2091,3.8482,0.99028,0.038091,0.13339,0.010587
0.10995,2.2092,3.8465,0.99003,0.038543,0.13505,0.010685
0.11142,2.2092,3.8449,0.98978,0.038995,0.13671,0.010783
0.11289,2.2092,3.8432,0.98953,0.039446,0.13837,0.010881
0.11436,2.2093,3.8415,0.98928,0.039897,0.14003,0.010977
0.11584,2.2093,3.8398,0.98903,0.040347,0.14169,0.011073
0.11732,2.2093,3.8382,0.98877,0.040796,0.14335,0.011167
0.1188,2.2094,3.8365,0.98851,0.041245,0.14501,0.011261
0.12028,2.2094,3.8348,0.98824,0.041693,0.14667,0.011354
0.12176,2.2094,3.8332,0.98797,0.042141,0.14833,0.011447
0.12325,2.2094,3.8315,0.9877,0.042588,0.14999,0.011539
0.12474,2.2095,3.8299,0.98743,0.043034,0.15165,0.011629
0.12623,2.2095,3.8282,0.98715,0.04348,0.15331,0.011719
0.12773,2.2095,3.8266,0.98687,0.043926,0.15497,0.011808
0.12922,2.2095,3.825,0.98659,0.044371,0.15662,0.011897
0.13072,2.2095,3.8234,0.9863,0.044815,0.15828,0.011985
0.13222,2.2095,3.8217,0.98602,0.045258,0.15994,0.012071
0.13372,2.2096,3.8201,0.98572,0.045701,0.16159,0.012157
0.13523,2.2096,3.8185,0.98543,0.046144,0.16325,0.012243
0.13673,2.2096,3.8169,0.98513,0.046586,0.1649,0.012327
0.13824,2.2096,3.8153,0.98483,0.047027,0.16656,0.012411
0.13975,2.2096,3.8137,0.98453,0.047468,0.16822,0.012493
0.14127,2.2096,3.8121,0.98422,0.047908,0.16987,0.012575
0.14278,2.2096,3.8105,0.98391,0.048348,0.17152,0.012657
0.1443,2.2096,3.809,0.9836,0.048787,0.17318,0.012737
0.14582,2.2096,3.8074,0.98328,0.049225,0.17483,0.012817
0.14734,2.2096,3.8058,0.98297,0.049663,0.17648,0.012896
0.14886,2.2096,3.8043,0.98264,0.050101,0.17814,0.012974
0.15039,2.2096,3.8027,0.98232,0.050537,0.17979,0.013051
0.15192,2.2096,3.8011,0.98199,0.050974,0.18144,0.013128
0.15345,2.2096,3.7996,0.98166,0.051409,0.18309,0.013203
0.15498,2.2096,3.798,0.98133,0.051844,0.18474,0.013278
0.15651,2.2096,3.7965,0.98099,0.052279,0.18639,0.013353
0.15804,2.2096,3.795,0.98065,0.052713,0.18804,0.013426
0.15958,2.2096,3.7934,0.98031,0.053146,0.18969,0.013499
0.16112,2.2096,3.7919,0.97997,0.053579,0.19134,0.01357
0.16266,2.2095,3.7904,0.97962,0.054011,0.19299,0.013641
0.1642,2.2095,3.7889,0.97927,0.054443,0.19464,0.013712
0.16575,2.2095,3.7873,0.97891,0.054874,0.19628,0.013781
0.1673,2.2095,3.7858,0.97856,0.055305,0.19793,0.01385
0.16884,2.2095,3.7843,0.9782,0.055735,0.19958,0.013918
0.17039,2.2095,3.7828,0.97783,0.056164,0.20122,0.013985
0.17195,2.2094,3.7813,0.97747,0.056593,0.20287,0.014051
0.1735,2.2094,3.7799,0.9771,0.057021,0.20451,0.014116
0.17506,2.2094,3.7784,0.97673,0.057449,0.20616,0.014181
0.17661,2.2094,3.7769,0.97635,0.057876,0.2078,0.014245
0.17817,2.2093,3.7754,0.97598,0.058303,0.20944,0.014308
0.17973,2.2093,3.7739,0.9756,0.058729,0.21109,0.014371
0.1813,2.2093,3.7725,0.97521,0.059154,0.21273,0.014432
0.18286,2.2093,3.771,0.97483,0.059579,0.21437,0.014493
0.18443,2.2092,3.7696,0.97444,0.060004,0.21601,0.014553
0.18599,2.2092,3.7681,0.97404,0.060428,0.21765,0.014612
0.18756,2.2092,3.7667,0.97365,0.060851,0.21929,0.014671
0.18914,2.2091,3.7652,0.97325,0.061274,0.22093,0.014728
0.19071,2.2091,3.7638,0.97285,0.061696,0.22257,0.014785
0.19228,2.2091,3.7624,0.97245,0.062117,0.22421,0.014841
